,OTU,.ID,group,Kingdom,Phylum,Class,Order,Family,Genus,Species,,,,
929,OTU,6774,2,Fungi,,,,,,,,,,
946,OTU,6842,2,Fungi,,,,,,,,,,
891,OTU,6867,2,Fungi,Chytridiomycota,Chytridiomycetes,Rhizophydiales,Incertae,Operculomyces,Operculomyces,laminatus,SH210135.07FU,,
863,OTU,6957,2,Fungi,,,,,,,,,,
930,OTU,6978,2,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,,,,,
1195,OTU,7312,2,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi,sp,SH458120.07FU,,
1170,OTU,7330,2,Fungi,,,,,,,,,,
932,OTU,7488,2,Fungi,,,,,,,,,,
966,OTU,7503,2,Fungi,,,,,,,,,,
902,OTU,7568,2,Fungi,,,,,,,,,,
1014,OTU,7570,2,Fungi,,,,,,,,,,
815,OTU,7613,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,Mortierella,Mortierella,sp,SH180117.07FU,,
979,OTU,7626,2,Fungi,,,,,,,,,,
1064,OTU,7654,2,Fungi,,,,,,,,,,
1171,OTU,7750,2,Fungi,,,,,,,,,,
831,OTU,7783,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,Mortierella,Mortierella,sp,SH180117.07FU,,
792,OTU,7853,2,Fungi,Basidiomycota,Exobasidiomycetes,Georgefischeriales,Tilletiariaceae,Tilletiaria,Tilletiaria,anomala,SH482410.07FU,,
1123,OTU,7913,2,Fungi,,,,,,,,,,
1169,OTU,7931,2,Fungi,,,,,,,,,,
1097,OTU,7999,2,Fungi,,,,,,,,,,
1054,OTU,8031,2,Fungi,,,,,,,,,,
915,OTU,8212,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,Mortierella,,,,,
840,OTU,8274,2,Fungi,,,,,,,,,,
1154,OTU,8299,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,Mortierella,,,,,
1089,OTU,8307,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,Mortierella,,,,,
1149,OTU,8467,2,Fungi,,,,,,,,,,
1133,OTU,8490,2,Fungi,,,,,,,,,,
1191,OTU,8585,2,Fungi,,,,,,,,,,
1146,OTU,8607,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,Mortierella,Mortierella,horticola,SH199633.07FU,,
933,OTU,8690,2,Fungi,,,,,,,,,,
970,OTU,8808,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,Mortierella,,,,,
972,OTU,8830,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,Mortierella,,,,,
980,OTU,8833,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,Mortierella,Mortierella,longigemmata,SH180129.07FU,,
927,OTU,8844,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,,,,,,
967,OTU,8848,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,,,,,,
1094,OTU,8868,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,Mortierella,,,,,
931,OTU,8998,2,Fungi,,,,,,,,,,
1096,OTU,9057,2,Fungi,,,,,,,,,,
1013,OTU,9122,2,Fungi,,,,,,,,,,
995,OTU,9142,2,Fungi,,,,,,,,,,
1155,OTU,9258,2,Fungi,,,,,,,,,,
963,OTU,9291,2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,,,,
849,OTU,9358,2,Fungi,,,,,,,,,,
810,OTU,9541,2,Fungi,,,,,,,,,,
978,OTU,9697,2,Fungi,,,,,,,,,,
1038,OTU,9702,2,Fungi,Chytridiomycota,,,,,,,,,
1076,OTU,9711,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,Mortierella,Mortierella,sp,SH187873.07FU,,
1019,OTU,9780,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,Mortierella,Mortierella,sp,SH187873.07FU,,
1021,OTU,9846,2,Fungi,,,,,,,,,,
1100,OTU,9891,2,Fungi,,,,,,,,,,
1062,OTU,9905,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,Mortierella,Mortierella,sp,SH187873.07FU,,
1178,OTU,9951,2,Fungi,,,,,,,,,,
993,OTU,10026,2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,,,,
872,OTU,10153,2,Fungi,Glomeromycota,Glomeromycetes,Paraglomerales,,,,,,,
903,OTU,10179,2,Fungi,Glomeromycota,Glomeromycetes,Paraglomerales,,,,,,,
795,OTU,10245,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,Mortierella,Mortierella,globulifera,SH185972.07FU,,
841,OTU,10322,2,Fungi,Glomeromycota,Glomeromycetes,Paraglomerales,,,,,,,
1135,OTU,10350,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,Mortierella,,,,,
830,OTU,10435,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,Mortierella,Mortierella,globulifera,SH185972.07FU,,
1029,OTU,10462,2,Fungi,Glomeromycota,Glomeromycetes,Paraglomerales,,,,,,,
945,OTU,10475,2,Fungi,,,,,,,,,,
1124,OTU,10483,2,Fungi,,,,,,,,,,
965,OTU,10495,2,Fungi,Zygomycota,Incertae,Mortierellales,Mortierellaceae,Mortierella,Mortierella,pseudozygospora,SH208762.07FU,,
1030,OTU,10503,2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,,,,,
839,OTU,10622,2,Fungi,,,,,,,,,,
1073,OTU,10643,2,Fungi,,,,,,,,,,
938,OTU,10683,2,Fungi,,,,,,,,,,
976,OTU,10718,2,Fungi,,,,,,,,,,
889,OTU,10738,2,Fungi,Glomeromycota,Glomeromycetes,Paraglomerales,,,,,,,
1106,OTU,10769,2,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi,sp,SH475998.07FU,,
866,OTU,10774,2,Fungi,,,,,,,,,,
909,OTU,10981,2,Fungi,Glomeromycota,Glomeromycetes,Paraglomerales,,,,,,,
1075,OTU,10989,2,Fungi,Glomeromycota,Glomeromycetes,Paraglomerales,,,,,,,
1143,OTU,11097,2,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Incertae,Mrakiella,Mrakiella,aquatica,SH202459.07FU,,
1003,OTU,11100,2,Fungi,,,,,,,,,,
1065,OTU,11101,2,Fungi,,,,,,,,,,
1088,OTU,11112,2,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus,sp,SH021559.07FU,,
893,OTU,11239,2,Fungi,,,,,,,,,,
987,OTU,11242,2,Fungi,Chytridiomycota,Monoblepharidomycetes,Monoblepharidales,,,,,,,
1147,OTU,11379,2,Fungi,,,,,,,,,,
949,OTU,11480,2,Fungi,Glomeromycota,Glomeromycetes,Paraglomerales,,,,,,,
1177,OTU,11563,2,Fungi,Chytridiomycota,Chytridiomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,Spizellomyces,sp,SH210367.07FU,,
1181,OTU,11579,2,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,,,,,
880,OTU,11596,2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria,sp,SH192743.07FU,,
1095,OTU,11711,2,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,,,,,
1005,OTU,11725,2,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,,,,,
791,OTU,11798,2,Fungi,,,,,,,,,,
1168,OTU,12033,2,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,,,,,
890,OTU,12531,2,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,,,,,
1165,OTU,12534,2,Fungi,,,,,,,,,,
1104,OTU,12738,2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,,,,,
914,OTU,12750,2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria,sp,SH192743.07FU,,
1044,OTU,12806,2,Fungi,,,,,,,,,,
1179,OTU,13097,2,Fungi,Glomeromycota,Glomeromycetes,Archaeosporales,unidentified,unidentified,,,,,
1127,OTU,13137,2,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,,,,,
919,OTU,13304,2,Fungi,,,,,,,,,,
920,OTU,13529,2,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,unidentified,unidentified,,,,,
799,OTU,13550,2,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,unidentified,unidentified,Sporidiobolales,sp,SH007274.07FU,,
923,OTU,13613,2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,,,,
1187,OTU,13671,2,Fungi,,,,,,,,,,
1011,OTU,13731,2,Fungi,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,Agaricomycetes,sp,SH014257.07FU,,
848,OTU,13756,2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria,sp,SH185111.07FU,,
899,OTU,13772,2,Fungi,Basidiomycota,Agaricomycetes,,,,,,,,
829,OTU,13774,2,Fungi,,,,,,,,,,
1067,OTU,14030,2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,,,,,
1163,OTU,14207,2,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,,,,,
1121,OTU,14235,2,Fungi,,,,,,,,,,
1152,OTU,14249,2,Fungi,,,,,,,,,,
1077,OTU,14455,2,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,unidentified,unidentified,,,,,
842,OTU,14528,2,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae,Rhodotorula,Rhodotorula,cresolica,SH193439.07FU,,
844,OTU,14576,2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria,acuta,SH185116.07FU,,
908,OTU,14692,2,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,Acaulospora,sp,SH194654.07FU,,
850,OTU,14808,2,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Trichoglossum,Trichoglossum,walteri,SH017435.07FU,,
956,OTU,14828,2,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,unidentified,unidentified,Leucosporidiales,sp,SH012950.07FU,,
974,OTU,14862,2,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Incertae,Rhodotorula,Rhodotorula,cresolica,SH193439.07FU,,
838,OTU,14872,2,Fungi,,,,,,,,,,
1109,OTU,14873,2,Fungi,,,,,,,,,,
825,OTU,15075,2,Fungi,,,,,,,,,,
961,OTU,15115,2,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,unidentified,unidentified,,,,,
1015,OTU,15168,2,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,,,,,
1160,OTU,15381,2,Fungi,,,,,,,,,,
1004,OTU,15407,2,Fungi,Basidiomycota,Agaricomycetes,Geastrales,,,,,,,
1103,OTU,15638,2,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,unidentified,,,,,
1112,OTU,15647,2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,,,,,
867,OTU,15715,2,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,unidentified,unidentified,Leucosporidiales,sp,SH012950.07FU,,
832,OTU,15773,2,Fungi,,,,,,,,,,
864,OTU,15847,2,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,unidentified,unidentified,Leucosporidiales,sp,SH012946.07FU,,
1052,OTU,15865,2,Fungi,Basidiomycota,Microbotryomycetes,,,,,,,,
855,OTU,15898,2,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,unidentified,unidentified,Leucosporidiales,sp,SH193776.07FU,,
811,OTU,15922,2,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,unidentified,unidentified,Leucosporidiales,sp,SH012946.07FU,,
984,OTU,15943,2,Fungi,,,,,,,,,,
924,OTU,16184,2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Delicatula,Delicatula,integrella,SH190595.07FU,,
1107,OTU,16190,2,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,,,,
1125,OTU,16193,2,Fungi,,,,,,,,,,
1204,OTU,16222,2,Fungi,,,,,,,,,,
871,OTU,16358,2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,,,,
1115,OTU,16378,2,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,,,,
900,OTU,16442,2,Fungi,Basidiomycota,Microbotryomycetes,,,,,,,,
990,OTU,16739,2,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,unidentified,,,,,
1138,OTU,16763,2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,,,,,
1164,OTU,16769,2,Fungi,,,,,,,,,,
824,OTU,16804,2,Fungi,,,,,,,,,,
1070,OTU,16955,2,Fungi,,,,,,,,,,
1020,OTU,16978,2,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,,,,
1116,OTU,17021,2,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,unidentified,Hydnodontaceae,sp,SH186050.07FU,,
983,OTU,17258,2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis,narcotica,SH219019.07FU,,
1082,OTU,17269,2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,,,,,
1188,OTU,17274,2,Fungi,,,,,,,,,,
1128,OTU,17529,2,Fungi,,,,,,,,,,
816,OTU,17557,2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,unidentified,Psathyrellaceae,sp,SH219038.07FU,,
937,OTU,17706,2,Fungi,,,,,,,,,,
917,OTU,17792,2,Fungi,,,,,,,,,,
789,OTU,17800,2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma,conferendum,SH221923.07FU,,
1202,OTU,17806,2,Fungi,,,,,,,,,,
1113,OTU,17813,2,Fungi,Glomeromycota,Glomeromycetes,Archaeosporales,unidentified,unidentified,,,,,
1130,OTU,18043,2,Fungi,Glomeromycota,Glomeromycetes,Archaeosporales,Ambisporaceae,Ambispora,Ambispora,sp,SH026999.07FU,,
1144,OTU,18676,2,Fungi,Glomeromycota,Glomeromycetes,Archaeosporales,unidentified,unidentified,,,,,
870,OTU,18686,2,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,unidentified,Glomeraceae,sp,SH191191.07FU,,
985,OTU,18799,2,Fungi,,,,,,,,,,
928,OTU,18868,2,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,,,,
1167,OTU,18895,2,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi,sp,SH177200.07FU,,
851,OTU,19057,2,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,unidentified,unidentified,Sebacinales,sp,SH015421.07FU,,
941,OTU,19194,2,Fungi,,,,,,,,,,
1028,OTU,19275,2,Fungi,,,,,,,,,,
960,OTU,19477,2,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,unidentified,Glomeraceae,sp,SH191191.07FU,,
1201,OTU,19543,2,Fungi,,,,,,,,,,
892,OTU,19580,2,Fungi,Ascomycota,Sordariomycetes,,,,,,,,
1105,OTU,19942,2,Fungi,Basidiomycota,Agaricomycetes,unidentified,unidentified,unidentified,Agaricomycetes,sp,SH220644.07FU,,
1193,OTU,20280,2,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,unidentified,unidentified,Orbiliales,sp,SH470860.07FU,,
1023,OTU,20501,2,Fungi,Glomeromycota,Glomeromycetes,Archaeosporales,unidentified,unidentified,Archaeosporales,sp,SH217164.07FU,,
1008,OTU,20562,2,Fungi,,,,,,,,,,
869,OTU,20571,2,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi,sp,SH021173.07FU,,
968,OTU,20592,2,Fungi,Glomeromycota,Glomeromycetes,Archaeosporales,,,,,,,
1043,OTU,20614,2,Fungi,Rozellomycota,unidentified,unidentified,unidentified,unidentified,,,,,
898,OTU,20742,2,Fungi,Glomeromycota,Glomeromycetes,Archaeosporales,unidentified,unidentified,Archaeosporales,sp,SH129002.07FU,,
879,OTU,20855,2,Fungi,Glomeromycota,Glomeromycetes,Archaeosporales,unidentified,unidentified,,,,,
952,OTU,21006,2,Fungi,Glomeromycota,Glomeromycetes,Archaeosporales,,,,,,,
1136,OTU,21158,2,Fungi,Basidiomycota,,,,,,,,,
916,OTU,21211,2,Fungi,,,,,,,,,,
986,OTU,21312,2,Fungi,Ascomycota,,,,,,,,,
834,OTU,21413,2,Fungi,Ascomycota,Leotiomycetes,Incertae,Incertae,Leohumicola,,,,,
852,OTU,21425,2,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi,sp,SH021173.07FU,,
955,OTU,21454,2,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,unidentified,,,,,
804,OTU,21672,2,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Pochonia,Pochonia,sp,SH012122.07FU,,
1033,OTU,22633,2,Fungi,,,,,,,,,,
875,OTU,22652,2,Fungi,,,,,,,,,,
1047,OTU,23052,2,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Glutinoglossum,,,,,
857,OTU,23132,2,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,unidentified,Pezizaceae,sp,SH214051.07FU,,
911,OTU,23140,2,Fungi,Basidiomycota,Tremellomycetes,Tremellales,,,,,,,
846,OTU,23172,2,Fungi,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,Ceratocystis,Ceratocystis,sp,SH470104.07FU,,
1006,OTU,23255,2,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,,,,,,
1045,OTU,23565,2,Fungi,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Glutinoglossum,,,,,
853,OTU,24014,2,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,,,,,
828,OTU,24294,2,Fungi,Ascomycota,Orbiliomycetes,unidentified,unidentified,unidentified,Orbiliomycetes,sp,SH192297.07FU,,
1099,OTU,24319,2,Fungi,Ascomycota,Orbiliomycetes,unidentified,unidentified,unidentified,Orbiliomycetes,sp,SH192297.07FU,,
1068,OTU,24397,2,Fungi,,,,,,,,,,
954,OTU,24592,2,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,unidentified,unidentified,,,,,
1141,OTU,24607,2,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,,,,,
1198,OTU,24627,2,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,,,,,
860,OTU,24715,2,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,,,,,
906,OTU,24827,2,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,unidentified,Herpotrichiellaceae,sp,SH473450.07FU,,
1040,OTU,24853,2,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,,,,,,
1087,OTU,24866,2,Fungi,Basidiomycota,Agaricomycetes,,,,,,,,
836,OTU,25563,2,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,,,,
907,OTU,25762,2,Fungi,,,,,,,,,,
,OTU,25806,2,Fungi,Ascomycota,Sordariomycetes,,,,,,,,
989,OTU,26131,2,Fungi,Ascomycota,,,,,,,,,
843,OTU,26153,2,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,,,,,
1022,OTU,26294,2,Fungi,Ascomycota,Orbiliomycetes,unidentified,unidentified,unidentified,Orbiliomycetes,sp,SH192297.07FU,,
1174,OTU,26295,2,Fungi,Ascomycota,Leotiomycetes,unidentified,unidentified,unidentified,Leotiomycetes,sp,SH026320.07FU,,
1055,OTU,26307,2,Fungi,,,,,,,,,,
1186,OTU,26452,2,Fungi,Ascomycota,Leotiomycetes,unidentified,unidentified,unidentified,Leotiomycetes,sp,SH026320.07FU,,
1183,OTU,26703,2,Fungi,,,,,,,,,,
1114,OTU,26813,2,Fungi,Ascomycota,,,,,,,,,
1032,OTU,26820,2,Fungi,Ascomycota,,,,,,,,,
1049,OTU,26866,2,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,,,,
950,OTU,27349,2,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,Scutellinia,scutellata,SH215678.07FU,,
793,OTU,27359,2,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,Scutellinia,scutellata,SH215678.07FU,,
1046,OTU,27401,2,Fungi,Ascomycota,Leotiomycetes,unidentified,unidentified,unidentified,,,,,
1173,OTU,27441,2,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,unidentified,Trichocomaceae,sp,SH207153.07FU,,
977,OTU,27576,2,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Didymosphaeria,Didymosphaeria,sp,SH197544.07FU,,
1018,OTU,27590,2,Fungi,,,,,,,,,,
1101,OTU,27706,2,Fungi,,,,,,,,,,
1091,OTU,27739,2,Fungi,,,,,,,,,,
1078,OTU,28001,2,Fungi,Basidiomycota,Tremellomycetes,unidentified,unidentified,unidentified,Tremellomycetes,sp,SH005081.07FU,,
1086,OTU,28018,2,Fungi,,,,,,,,,,
1072,OTU,28027,2,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,,,,
1132,OTU,28034,2,Fungi,,,,,,,,,,
1157,OTU,28064,2,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,,,,
784,OTU,28084,2,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,unidentified,unidentified,Coniochaetales,sp,SH191396.07FU,,
1153,OTU,28098,2,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Drechmeria,Drechmeria,coniospora,SH007118.07FU,,
1158,OTU,28145,2,Fungi,,,,,,,,,,
805,OTU,28177,2,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,,,,
1010,OTU,28214,2,Fungi,Ascomycota,,,,,,,,,
1161,OTU,28307,2,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,,,,
859,OTU,28321,2,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Byssonectria,Byssonectria,terrestris,SH215677.07FU,,
1159,OTU,28382,2,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,,,,
1053,OTU,28620,2,Fungi,Ascomycota,,,,,,,,,
819,OTU,28673,2,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,,,,,,,
1182,OTU,28691,2,Fungi,,,,,,,,,,
1199,OTU,28753,2,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi,sp,SH483677.07FU,,
1175,OTU,28948,2,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,unidentified,unidentified,Coniochaetales,sp,SH191396.07FU,,
1061,OTU,29025,2,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,,,,
939,OTU,29080,2,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,,,,
818,OTU,29118,2,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,,,,,,
807,OTU,29334,2,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,unidentified,Coniochaetaceae,sp,SH191379.07FU,,
835,OTU,29465,2,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,unidentified,unidentified,Coniochaetales,sp,SH191396.07FU,,
803,OTU,29472,2,Fungi,Ascomycota,,,,,,,,,
813,OTU,29516,2,Fungi,Ascomycota,Sordariomycetes,,,,,,,,
814,OTU,29581,2,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,,,,,
785,OTU,29816,2,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora,sp,SH018044.07FU,,
1012,OTU,29907,2,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,,,,,,
1048,OTU,29952,2,Fungi,,,,,,,,,,
975,OTU,29968,2,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,,,,,,
957,OTU,30117,2,Fungi,Ascomycota,,,,,,,,,
982,OTU,30118,2,Fungi,Ascomycota,Dothideomycetes,,,,,,,,
1148,OTU,30125,2,Fungi,Ascomycota,,,,,,,,,
1126,OTU,30321,2,Fungi,Ascomycota,,,,,,,,,
925,OTU,30461,2,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales,sp,SH212624.07FU,,
888,OTU,30501,2,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales,sp,SH212624.07FU,,
801,OTU,30700,2,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora,sp,SH192696.07FU,,
885,OTU,30819,2,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora,sp,SH192702.07FU,,
996,OTU,30833,2,Fungi,,,,,,,,,,
1035,OTU,30854,2,Fungi,Ascomycota,,,,,,,,,
1060,OTU,30868,2,Fungi,,,,,,,,,,
820,OTU,30875,2,Fungi,,,,,,,,,,
940,OTU,30983,2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Articulospora,,,,,
794,OTU,31091,2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae,Cystodendron,Cystodendron,sp,SH174318.07FU,,
973,OTU,31140,2,Fungi,,,,,,,,,,
806,OTU,31147,2,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,unidentified,Lasiosphaeriaceae,sp,SH204954.07FU,,
1007,OTU,31152,2,Fungi,,,,,,,,,,
1108,OTU,31158,2,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales,sp,SH460059.07FU,,
796,OTU,31238,2,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae,,,,,,
918,OTU,31408,2,Fungi,Ascomycota,,,,,,,,,
823,OTU,31437,2,Fungi,Ascomycota,,,,,,,,,
,OTU,31487,2,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,,,,,,
1056,OTU,31490,2,Fungi,,,,,,,,,,
877,OTU,31573,2,Fungi,,,,,,,,,,
847,OTU,31588,2,Fungi,Ascomycota,,,,,,,,,
821,OTU,31729,2,Fungi,Ascomycota,Leotiomycetes,Incertae,Incertae,Leohumicola,Leohumicola,minima,SH110236.07FU,,
1166,OTU,31834,2,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi,sp,SH215930.07FU,,
1110,OTU,31841,2,Fungi,,,,,,,,,,
1085,OTU,31846,2,Fungi,Ascomycota,Leotiomycetes,Helotiales,unidentified,unidentified,Helotiales,sp,SH194252.07FU,,
1140,OTU,32036,2,Fungi,Ascomycota,,,,,,,,,
