OTU,group,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU32530,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU33586,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU33424,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
OTU29396,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
OTU30267,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
OTU29966,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
OTU32518,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aminobacter,
OTU33515,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aminobacter,
OTU30174,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,,
OTU31161,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,
OTU30126,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Afifella,
OTU31791,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
OTU30093,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,
OTU30201,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,
OTU30235,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,
OTU32843,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,
OTU30924,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,
OTU33661,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,
OTU30417,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,
OTU26955,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella,
OTU31717,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella,
OTU33458,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella,
OTU31249,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU31239,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU28585,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU30239,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU31983,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU30200,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU30333,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
OTU30199,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
OTU26322,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
OTU26972,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
OTU30247,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
OTU21678,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
OTU32697,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
OTU26533,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
OTU28244,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
OTU30234,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
OTU26605,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
OTU31400,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
OTU25164,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
OTU30242,2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,,
OTU31168,2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
OTU30123,2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
OTU31093,2,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
OTU30647,2,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
OTU3891,2,Bacteria,Proteobacteria,Betaproteobacteria,A21b,UD5,,
OTU1568,2,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,
OTU15963,2,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,
OTU5846,2,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,
OTU12455,2,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Methylibium,
OTU8752,2,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rubrivivax,
OTU5923,2,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU7570,2,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
OTU5494,2,Bacteria,Proteobacteria,Betaproteobacteria,Ellin6067,,,
OTU10334,2,Bacteria,Proteobacteria,Betaproteobacteria,Ellin6067,,,
OTU5867,2,Bacteria,Proteobacteria,Betaproteobacteria,Gallionellales,Gallionellaceae,Gallionella,
OTU5493,2,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,mobilis
OTU6124,2,Bacteria,Proteobacteria,Betaproteobacteria,MND1,,,
OTU970,2,Bacteria,Proteobacteria,Betaproteobacteria,MND1,,,
OTU5638,2,Bacteria,Proteobacteria,Betaproteobacteria,MND1,,,
OTU5871,2,Bacteria,Proteobacteria,Betaproteobacteria,MND1,,,
OTU5613,2,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Propionivibrio,
OTU6057,2,Bacteria,Proteobacteria,Betaproteobacteria,SBla14,,,
OTU7503,2,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,
OTU5512,2,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,
OTU12816,2,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,
OTU8771,2,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,
OTU9490,2,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,
OTU5596,2,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,,,
OTU2654,2,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU2611,2,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU6019,2,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU5906,2,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU9627,2,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU5713,2,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU5514,2,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU10401,2,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU11605,2,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU5245,2,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU11960,2,Bacteria,Proteobacteria,Betaproteobacteria,,,,
OTU33668,2,Bacteria,Proteobacteria,Deltaproteobacteria,[Entotheonellales],[Entotheonellaceae],Candidatus Entotheonella,
OTU657,2,Bacteria,Proteobacteria,Deltaproteobacteria,[Entotheonellales],[Entotheonellaceae],,
OTU5228,2,Bacteria,Proteobacteria,Deltaproteobacteria,[Entotheonellales],[Entotheonellaceae],,
OTU198,2,Bacteria,Proteobacteria,Deltaproteobacteria,[Entotheonellales],[Entotheonellaceae],,
OTU3740,2,Bacteria,Proteobacteria,Deltaproteobacteria,[Entotheonellales],[Entotheonellaceae],,
OTU191,2,Bacteria,Proteobacteria,Deltaproteobacteria,[Entotheonellales],[Entotheonellaceae],,
OTU177,2,Bacteria,Proteobacteria,Deltaproteobacteria,[Entotheonellales],[Entotheonellaceae],,
OTU828,2,Bacteria,Proteobacteria,Deltaproteobacteria,[Entotheonellales],[Entotheonellaceae],,
OTU1193,2,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,,
OTU787,2,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,,
OTU1974,2,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,putealis
OTU5857,2,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,
OTU6100,2,Bacteria,Proteobacteria,Deltaproteobacteria,MBNT15,,,
OTU13253,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,,
OTU13363,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,,
OTU13128,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,,
OTU3602,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Anaeromyxobacter,
OTU4561,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Anaeromyxobacter,
OTU16669,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Plesiocystis,
OTU25050,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,OM27,,
OTU13538,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,,
OTU13123,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU5560,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU13153,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU13005,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU5521,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU12972,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU17284,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU728,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU12997,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU13729,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
OTU701,2,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,NB1-i,,
OTU717,2,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,NB1-i,,
OTU719,2,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,,,
OTU825,2,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,,,
OTU1142,2,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,,,
OTU1016,2,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,,,
OTU30448,2,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0853,JTB36,,
OTU1038,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,,
OTU2004,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU606,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU731,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU444,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU5348,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU662,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU2121,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU664,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU5158,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU5336,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU988,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU5146,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU1685,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,,
OTU206,2,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophorhabdaceae,,
OTU5543,2,Bacteria,Proteobacteria,Gammaproteobacteria,[Marinicellales],[Marinicellaceae],,
OTU5646,2,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,
OTU5843,2,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
OTU6538,2,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,,
OTU5490,2,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,,
OTU7650,2,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,,
OTU12714,2,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,,
OTU5503,2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,
OTU5643,2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,
OTU5606,2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,
OTU12139,2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,
OTU9921,2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU2275,2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU5476,2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU6335,2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU6308,2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
OTU5614,2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,
OTU5685,2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,
OTU5484,2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
OTU5502,2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
OTU5520,2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,
OTU8704,2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,
OTU8872,2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,
OTU5765,2,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,,
OTU5836,2,Bacteria,TM6,SJA-4,S1198,,,
OTU29153,2,Bacteria,TM7,TM7-1,,,,
OTU13609,2,Bacteria,Verrucomicrobia,[Methylacidiphilae],S-BQ2-57,,,
OTU13526,2,Bacteria,Verrucomicrobia,[Methylacidiphilae],S-BQ2-57,,,
OTU6755,2,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin515,,
OTU13026,2,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin517,,
OTU13066,2,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],R4-41B,,
OTU12947,2,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13152,2,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13678,2,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU13204,2,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU14921,2,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
OTU24478,2,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Candidatus Xiphinematobacter,
OTU13218,2,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU13191,2,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],DA101,
OTU6198,2,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
OTU5516,2,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
OTU13016,2,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
OTU826,2,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
OTU676,2,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
OTU15789,2,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
OTU5810,2,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
OTU491,2,Bacteria,WS3,PRR-12,LD1-PA13,,,
OTU775,2,Bacteria,WS3,PRR-12,LD1-PA13,,,
OTU733,2,Bacteria,WS3,PRR-12,LD1-PA13,,,
OTU12966,2,Bacteria,WS3,PRR-12,Sediment-1,CV106,,
OTU779,2,Bacteria,WS3,PRR-12,Sediment-1,PRR-10,,
OTU947,2,Bacteria,WS3,PRR-12,Sediment-1,PRR-10,,
OTU3515,2,Bacteria,WS3,PRR-12,Sediment-1,,,
OTU716,2,Bacteria,WS3,PRR-12,Sediment-1,,,
OTU730,2,Bacteria,WS3,PRR-12,Sediment-1,,,
OTU848,2,Bacteria,WS3,PRR-12,Sediment-1,,,
OTU30682,2,Bacteria,,,,,,
OTU25318,2,Bacteria,,,,,,
