,OTU.ID,group,taxIS
510,OTU27441,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__unidentified; s__Trichocomaceae_sp_SH207153.07FU
511,OTU11421,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Stephanosporaceae; g__unidentified; s__Stephanosporaceae_sp_SH215973.07FU
512,OTU592,2,k__Fungi
513,OTU11721,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae
514,OTU9857,2,k__Fungi
515,OTU17231,2,k__Fungi; p__Basidiomycota; c__Microbotryomycetes
516,OTU409,2,k__Fungi
517,OTU20201,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified; s__Glomeraceae_sp_SH191191.07FU
518,OTU6216,2,k__Fungi
519,OTU1521,2,Unassignable
520,OTU3325,2,k__Fungi
521,OTU21464,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Niessliaceae; g__Monocillium; s__Monocillium_indicum_SH012417.07FU
522,OTU21254,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Microascaceae; g__Microascus; s__Microascus_cirrosus_SH193463.07FU
523,OTU13028,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales
524,OTU10034,2,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH015981.07FU
525,OTU9059,2,k__Fungi
526,OTU2856,2,k__Fungi
527,OTU23630,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae
528,OTU5018,2,k__Fungi; p__Chytridiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified
529,OTU34554,2,k__Fungi
530,OTU23888,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes
531,OTU28316,2,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Incertae_sedis; g__Pyrenochaeta
532,OTU22495,2,k__Fungi
533,OTU1623,2,Unassignable
534,OTU21622,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified
535,OTU18748,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Diversisporaceae; g__Diversispora
536,OTU26314,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium
537,OTU4274,2,Unassignable
538,OTU13268,2,k__Fungi
539,OTU29175,2,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Sporormiaceae; g__Sporormia; s__Sporormia_fimetaria_SH477601.07FU
540,OTU12548,2,k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales
541,OTU34227,2,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH473065.07FU
542,OTU34205,2,k__Fungi
543,OTU22298,2,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis
544,OTU19313,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Diversisporaceae
545,OTU21204,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae
546,OTU15181,2,k__Fungi
547,OTU6908,2,k__Fungi
548,OTU19246,2,k__Protista; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Protista_sp_SH484111.07FU
549,OTU11664,2,k__Fungi
550,OTU7886,2,k__Fungi
551,OTU29587,2,k__Fungi
552,OTU25741,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium
553,OTU19670,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Clitopilus; s__Clitopilus_sp_SH190262.07FU
554,OTU23444,2,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__unidentified; f__unidentified; g__unidentified; s__Leotiomycetes_sp_SH211410.07FU
555,OTU33796,2,k__Fungi; p__Ascomycota
556,OTU14248,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Mycenaceae; g__Mycena; s__Mycena_albidolilacea_SH220718.07FU
557,OTU24376,2,k__Fungi
558,OTU21468,2,k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Rhizophydiales; f__Terramycetaceae; g__Terramyces; s__Terramyces_subangulosum_SH206010.07FU
559,OTU31985,2,k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Rozellomycota_sp_SH180898.07FU
560,OTU25215,2,k__Fungi
561,OTU14621,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Acaulosporaceae
562,OTU5099,2,k__Fungi; p__Chytridiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Chytridiomycota_sp_SH028576.07FU
563,OTU28729,2,k__Fungi; p__Ascomycota
564,OTU4936,2,Unassignable
565,OTU2410,2,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH471931.07FU
566,OTU6693,2,k__Fungi
567,OTU2576,2,k__Fungi
568,OTU15637,2,k__Fungi
569,OTU33826,2,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae_sedis; f__Myxotrichaceae; g__Byssoascus; s__Byssoascus_striatisporus_SH029376.07FU
570,OTU33236,2,k__Fungi; p__Ascomycota
571,OTU32622,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae; g__Chloridium
572,OTU33709,2,k__Fungi
573,OTU18341,2,k__Fungi
574,OTU16170,2,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH459961.07FU
575,OTU13957,2,k__Fungi
576,OTU10956,2,k__Fungi
577,OTU21663,2,k__Fungi; p__Ascomycota; c__Pezizomycetes
578,OTU15237,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Acaulosporaceae; g__Acaulospora; s__Acaulospora_sp_SH201901.07FU
579,OTU30884,2,k__Fungi
580,OTU27798,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified; s__Sordariomycetes_sp_SH204398.07FU
581,OTU21298,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified
582,OTU13629,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Ramariopsis; s__Ramariopsis_sp_SH190012.07FU
583,OTU24379,2,k__Fungi
584,OTU21501,2,k__Fungi; p__Ascomycota; c__Sordariomycetes
585,OTU33962,2,k__Fungi; p__Ascomycota
586,OTU7149,2,k__Fungi
587,OTU9654,2,k__Fungi; p__Basidiomycota; c__Exobasidiomycetes; o__Tilletiales; f__Tilletiaceae; g__Tilletia; s__Tilletia_holci_SH191264.07FU
588,OTU3249,2,k__Fungi
589,OTU15106,2,k__Fungi
590,OTU9335,2,k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Spizellomycetales; f__Spizellomycetaceae; g__Powellomyces; s__Powellomyces_sp_SH006448.07FU
591,OTU34563,2,k__Fungi
592,OTU35589,2,k__Fungi
593,OTU3036,2,k__Fungi
594,OTU4927,2,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH472358.07FU
595,OTU12234,2,k__Fungi
596,OTU2715,2,k__Fungi
597,OTU13133,2,k__Fungi
598,OTU3742,2,k__Fungi
599,OTU3794,2,k__Fungi
600,OTU34311,2,k__Fungi
601,OTU1562,2,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH471931.07FU
602,OTU4565,2,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella
603,OTU8763,2,k__Fungi
604,OTU14231,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__unidentified; s__Clavariaceae_sp_SH190013.07FU
605,OTU18335,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Clavulinopsis; s__Clavulinopsis_corniculata_SH017002.07FU
606,OTU22532,2,k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__unidentified; f__unidentified; g__unidentified; s__Lecanoromycetes_sp_SH025146.07FU
607,OTU23012,2,k__Fungi
608,OTU32627,2,k__Fungi; p__Ascomycota; c__Leotiomycetes
609,OTU34307,2,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae_sedis; f__Myxotrichaceae; g__Oidiodendron
610,OTU24372,2,k__Fungi; p__Ascomycota
611,OTU22296,2,k__Fungi; p__Ascomycota; c__Sordariomycetes
612,OTU26558,2,k__Fungi; p__Ascomycota
613,OTU32210,2,k__Fungi; p__Ascomycota; c__Leotiomycetes
614,OTU1180,2,k__Fungi
615,OTU28055,2,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Leptosphaeriaceae; g__Leptosphaeria; s__Leptosphaeria_sp_SH021554.07FU
616,OTU7755,2,k__Fungi
617,OTU21026,2,k__Fungi; p__Ascomycota; c__Sordariomycetes
618,OTU15914,2,k__Fungi
619,OTU4280,2,k__Fungi
620,OTU12948,2,k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae_sedis; g__Rhodotorula; s__Rhodotorula_ferulica_SH208038.07FU
621,OTU26593,2,k__Fungi; p__Ascomycota
622,OTU22310,2,k__Fungi
623,OTU26018,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_ochrochloron_SH237535.07FU
624,OTU17011,2,k__Fungi; p__Basidiomycota; c__Agaricostilbomycetes; o__unidentified; f__unidentified; g__unidentified; s__Agaricostilbomycetes_sp_SH020579.07FU
625,OTU1215,2,k__Fungi
626,OTU32527,2,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae_sedis; f__Incertae_sedis; g__Leohumicola
627,OTU8439,2,k__Fungi
628,OTU6157,2,k__Fungi
629,OTU32297,2,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales
630,OTU5014,2,k__Fungi
631,OTU10823,2,k__Fungi
632,OTU14059,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae
633,OTU15692,2,k__Fungi
634,OTU34313,2,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified
635,OTU30834,2,k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Lecanorales; f__unidentified; g__unidentified; s__Lecanorales_sp_SH458211.07FU
636,OTU13171,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae
637,OTU33282,2,k__Fungi; p__Ascomycota; c__Leotiomycetes
638,OTU18527,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Diversisporaceae; g__Diversispora
639,OTU4654,2,k__Fungi
640,OTU28325,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales
641,OTU30558,2,k__Fungi; p__Ascomycota
642,OTU32075,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__unidentified; g__unidentified; s__Sordariales_sp_SH202454.07FU
643,OTU22835,2,k__Fungi
644,OTU10626,2,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_globulifera_SH185972.07FU
645,OTU31576,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__unidentified; g__unidentified; s__Sordariales_sp_SH201191.07FU
646,OTU29908,2,k__Fungi; p__Ascomycota
647,OTU26794,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae
648,OTU1546,2,k__Fungi
649,OTU24435,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Stachybotrys; s__Stachybotrys_nephrospora_SH023655.07FU
650,OTU17796,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma
651,OTU25632,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_nodositatum_SH200570.07FU
652,OTU21478,2,k__Fungi; p__Ascomycota
653,OTU25150,2,k__Fungi; p__Ascomycota; c__Sordariomycetes
654,OTU33579,2,k__Fungi
655,OTU9847,2,k__Fungi
656,OTU1882,2,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH471931.07FU
657,OTU5243,2,k__Fungi; p__Chytridiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Chytridiomycota_sp_SH028576.07FU
658,OTU2178,2,k__Fungi
659,OTU29113,2,k__Fungi; p__Ascomycota
660,OTU22686,2,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mucorales; f__Cunninghamellaceae; g__Absidia; s__Absidia_cylindrospora_SH199695.07FU
661,OTU33354,2,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales
662,OTU11821,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae
663,OTU27254,2,k__Fungi
664,OTU21593,2,k__Fungi
665,OTU35086,2,k__Fungi
666,OTU22479,2,k__Fungi
667,OTU11902,2,k__Fungi
668,OTU32309,2,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH463706.07FU
669,OTU10975,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__unidentified
670,OTU27475,2,k__Fungi
671,OTU2572,2,k__Fungi
672,OTU21500,2,k__Fungi
673,OTU25242,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes
674,OTU9265,2,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella
675,OTU34412,2,k__Fungi
676,OTU33083,2,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae
677,OTU28420,2,k__Fungi
678,OTU12446,2,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae
679,OTU29733,2,k__Fungi; p__Ascomycota
680,OTU29674,2,k__Fungi; p__Ascomycota
681,OTU35080,2,k__Fungi
682,OTU3401,2,Unassignable
683,OTU4188,2,k__Fungi
684,OTU6535,2,k__Fungi
685,OTU2546,2,k__Fungi
686,OTU4852,2,k__Fungi
687,OTU31222,2,k__Fungi; p__Ascomycota; c__Lecanoromycetes
688,OTU1605,2,k__Fungi
689,OTU1855,2,k__Fungi
690,OTU22700,2,k__Fungi
691,OTU27554,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales
692,OTU15714,2,k__Fungi
693,OTU34873,2,k__Fungi
694,OTU7234,2,k__Fungi
695,OTU10074,2,k__Fungi
696,OTU17549,2,k__Fungi; p__Ascomycota
697,OTU24890,2,k__Fungi; p__Ascomycota; c__Sordariomycetes
698,OTU25146,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus
699,OTU24915,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales
700,OTU35609,2,k__Fungi
701,OTU1651,2,k__Fungi
702,OTU13129,2,k__Fungi
703,OTU23108,2,k__Fungi; p__Ascomycota; c__Sordariomycetes
704,OTU29971,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae
705,OTU16387,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae
706,OTU19444,2,k__Fungi; p__Ascomycota; c__Geoglossomycetes; o__Geoglossales; f__Geoglossaceae; g__Trichoglossum; s__Trichoglossum_sp_SH181280.07FU
707,OTU19673,2,k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Schwanniomyces
708,OTU2115,2,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH471931.07FU
709,OTU22847,2,k__Fungi; p__Ascomycota
710,OTU35060,2,k__Fungi; p__Ascomycota; c__Archaeorhizomycetes; o__Archaeorhizomycetales; f__Archaeorhizomycetaceae; g__Archaeorhizomyces; s__Archaeorhizomyces_sp_SH020116.07FU
711,OTU1405,2,Unassignable
712,OTU4041,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Tulasnellaceae; g__Tulasnella; s__Tulasnella_helicospora_SH219531.07FU
713,OTU5055,2,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Kickxellales; f__Kickxellaceae; g__Ramicandelaber; s__Ramicandelaber_sp_SH006496.07FU
714,OTU19196,2,k__Fungi; p__Basidiomycota
715,OTU17821,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma
716,OTU31363,2,k__Fungi
717,OTU24420,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales
718,OTU28682,2,k__Fungi; p__Ascomycota
719,OTU7293,2,k__Fungi
720,OTU3493,2,k__Fungi
721,OTU20609,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales; f__unidentified; g__unidentified; s__Auriculariales_sp_SH024177.07FU
722,OTU6160,2,k__Fungi
723,OTU19419,2,k__Fungi
724,OTU34732,2,k__Fungi
725,OTU4092,2,k__Fungi; p__Basidiomycota; c__Ustilaginomycetes; o__Ustilaginales; f__Ustilaginaceae; g__Ustilago; s__Ustilago_echinata_SH005396.07FU
726,OTU34025,2,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH467423.07FU
727,OTU22447,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Pochonia; s__Pochonia_sp_SH192595.07FU
728,OTU4385,2,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH210477.07FU
729,OTU13769,2,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH026825.07FU
730,OTU8498,2,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella
731,OTU2793,2,k__Fungi
732,OTU22322,2,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mucorales; f__Mucoraceae; g__Mucor; s__Mucor_racemosus_SH185779.07FU
733,OTU3632,2,k__Fungi
734,OTU22658,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Stachybotrys; s__Stachybotrys_sp_SH212167.07FU
735,OTU29180,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__unidentified; s__Trichocomaceae_sp_SH200694.07FU
736,OTU3146,2,k__Fungi
737,OTU1772,2,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified
738,OTU6299,2,k__Fungi
739,OTU1743,2,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH471931.07FU
740,OTU28501,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae
741,OTU8575,2,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_globalpina_SH183638.07FU
742,OTU35257,2,k__Fungi; p__Ascomycota; c__Archaeorhizomycetes; o__Archaeorhizomycetales; f__Archaeorhizomycetaceae; g__Archaeorhizomyces
743,OTU9058,2,k__Fungi
744,OTU728,2,k__Fungi
745,OTU34296,2,k__Fungi
746,OTU8739,2,k__Fungi
747,OTU22871,2,k__Fungi
748,OTU34723,2,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH473065.07FU
749,OTU31919,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__unidentified; g__unidentified
750,OTU11342,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__unidentified; g__unidentified; s__Glomerales_sp_SH473492.07FU
751,OTU12069,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Clavaria; s__Clavaria_californica_SH197588.07FU
752,OTU13826,2,k__Fungi
753,OTU9511,2,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_sp_SH180140.07FU
754,OTU29797,2,k__Fungi; p__Ascomycota
755,OTU19125,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales
756,OTU21686,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes
757,OTU9696,2,k__Fungi
758,OTU9813,2,k__Fungi
759,OTU14788,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Acaulosporaceae; g__Acaulospora
760,OTU725,2,k__Fungi
761,OTU14046,2,k__Fungi
762,OTU16021,2,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH007891.07FU
763,OTU2151,2,k__Fungi
764,OTU23069,2,k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Trichomonascaceae; g__Trichomonascus; s__Trichomonascus_ciferrii_SH207569.07FU
765,OTU12045,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes
766,OTU29623,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae
767,OTU10612,2,k__Fungi; p__Chytridiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Chytridiomycota_sp_SH460465.07FU
768,OTU14666,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Incertae_sedis; g__Camarophyllopsis
769,OTU18330,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; f__Hydnodontaceae; g__unidentified; s__Hydnodontaceae_sp_SH186050.07FU
770,OTU15599,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes
771,OTU15916,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Ramariopsis; s__Ramariopsis_sp_SH014393.07FU
772,OTU16967,2,k__Fungi; p__Ascomycota
773,OTU34508,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae; g__Menispora; s__Menispora_ciliata_SH174516.07FU
774,OTU16062,2,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH472253.07FU
775,OTU32230,2,k__Fungi; p__Ascomycota
776,OTU22681,2,k__Fungi
777,OTU13380,2,k__Fungi
778,OTU28663,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__Chaetothyriales_sp_SH206093.07FU
779,OTU8586,2,k__Fungi
780,OTU30229,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Onygenaceae; g__Auxarthron
781,OTU3055,2,k__Fungi
782,OTU10047,2,k__Fungi
783,OTU7019,2,k__Fungi
784,OTU33042,2,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae_sedis; f__Incertae_sedis; g__Leohumicola
785,OTU4864,2,k__Fungi
786,OTU7505,2,k__Fungi
787,OTU13334,2,k__Fungi
788,OTU34822,2,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH456979.07FU
789,OTU9360,2,k__Fungi
790,OTU1243,2,Unassignable
791,OTU33581,2,k__Fungi
792,OTU16755,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales
793,OTU27820,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Onygenaceae; g__Auxarthron
794,OTU29193,2,k__Fungi
795,OTU32491,2,k__Fungi; p__Ascomycota; c__Leotiomycetes
796,OTU20180,2,k__Fungi
