,OTU,#,counts total,Group,Kingdom,Phylum,Class,Order,Family,Genus,Species
2879,OTU,20828,,2,Bacteria,Fibrobacteres,Fibrobacteria,258ds10,,,
2612,OTU,20893,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,
3376,OTU,20916,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Catellatospora,
4027,OTU,20930,,2,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,
2307,OTU,20934,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
2629,OTU,20939,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
2975,OTU,20948,,2,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,
3404,OTU,20958,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
2423,OTU,20962,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
3199,OTU,20967,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
2488,OTU,20974,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
3082,OTU,20976,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
3005,OTU,20977,,2,Bacteria,Acidobacteria,EC1113,,,,
2752,OTU,20983,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
3857,OTU,20984,,2,Bacteria,Acidobacteria,BPC102,MVS-40,,,
3386,OTU,20988,,2,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,,,
3919,OTU,20997,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
2572,OTU,21000,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
2622,OTU,21052,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
2662,OTU,21075,,2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
2374,OTU,21085,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
2616,OTU,21086,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
3426,OTU,21092,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
2637,OTU,21110,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
2560,OTU,21114,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
2691,OTU,21122,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
2357,OTU,21123,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
2359,OTU,21124,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
3124,OTU,21126,,2,Bacteria,Fibrobacteres,TG3,TG3-1,TSCOR003-O20,,
3046,OTU,21129,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
3075,OTU,21131,,2,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
3468,OTU,21132,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
4064,OTU,21163,,2,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Candidatus Xiphinematobacter,
3079,OTU,21170,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
4044,OTU,21177,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
2803,OTU,21227,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
3815,OTU,21238,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
3806,OTU,21241,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
3561,OTU,21251,,2,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,,,
3353,OTU,21253,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
3604,OTU,21258,,2,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,,,
4054,OTU,21263,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
3136,OTU,21266,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3862,OTU,21280,,2,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,,,
4083,OTU,21281,,2,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,,,
2851,OTU,21306,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
2332,OTU,21319,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
3095,OTU,21320,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
2878,OTU,21352,,2,Bacteria,Acidobacteria,DA052,Ellin6513,,,
3968,OTU,21365,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
2471,OTU,21375,,2,Bacteria,Acidobacteria,Acidobacteria-5,,,,
2867,OTU,21398,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3214,OTU,21405,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
2504,OTU,21407,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
2922,OTU,21409,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3157,OTU,21411,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
2705,OTU,21412,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
2883,OTU,21414,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,
3581,OTU,21415,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3651,OTU,21420,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3032,OTU,21425,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3976,OTU,21448,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3110,OTU,21450,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3327,OTU,21467,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3271,OTU,21478,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
2468,OTU,21510,,2,Bacteria,Acidobacteria,Acidobacteria-5,,,,
3880,OTU,21516,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3743,OTU,21522,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3648,OTU,21541,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3453,OTU,21554,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3879,OTU,21560,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
3103,OTU,21660,,2,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
3070,OTU,21669,,2,Bacteria,Acidobacteria,Acidobacteria-5,,,,
2452,OTU,21713,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
2500,OTU,21740,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,
3431,OTU,21746,,2,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
4041,OTU,21771,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
2326,OTU,21775,,2,Bacteria,Acidobacteria,Acidobacteria-5,,,,
3131,OTU,21779,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3303,OTU,21782,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3505,OTU,21790,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3390,OTU,21795,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
2816,OTU,21800,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3378,OTU,21802,,2,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,
3802,OTU,21818,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3383,OTU,21823,,2,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
3586,OTU,21829,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
2759,OTU,21832,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3278,OTU,21849,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,
3921,OTU,21866,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3611,OTU,21869,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
2657,OTU,21886,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3890,OTU,21925,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3978,OTU,21937,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
4049,OTU,21968,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3641,OTU,22025,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
2509,OTU,22052,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
2353,OTU,22053,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
2533,OTU,22059,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
3074,OTU,22061,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
3028,OTU,22062,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
3206,OTU,22065,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
3154,OTU,22066,,2,Bacteria,Acidobacteria,Acidobacteria-5,,,,
3508,OTU,22070,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
2409,OTU,22094,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
2351,OTU,22098,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
3607,OTU,22112,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3409,OTU,22138,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
2440,OTU,22162,,2,Bacteria,Acidobacteria,Acidobacteria-5,,,,
3601,OTU,22163,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3134,OTU,22174,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,,
2832,OTU,22181,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
2518,OTU,22184,,2,Bacteria,OD1,SM2F11,,,,
2426,OTU,22189,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3510,OTU,22191,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3752,OTU,22194,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3171,OTU,22197,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
2848,OTU,22198,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
2973,OTU,22199,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
2463,OTU,22205,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
2912,OTU,22206,,2,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,,,
3877,OTU,22207,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3306,OTU,22208,,2,Bacteria,OD1,SM2F11,,,,
3898,OTU,22210,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3649,OTU,22218,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3026,OTU,22223,,2,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,,,
3357,OTU,22224,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
2972,OTU,22228,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3427,OTU,22240,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
4059,OTU,22263,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3099,OTU,22280,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
2815,OTU,22313,,2,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,,,
3345,OTU,22317,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,,
3990,OTU,22327,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3128,OTU,22332,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3242,OTU,22339,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3117,OTU,22349,,2,Bacteria,OD1,SM2F11,,,,
3859,OTU,22385,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3147,OTU,22391,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3685,OTU,22492,,2,Bacteria,OD1,SM2F11,,,,
2534,OTU,22496,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Pilimelia,
3450,OTU,22508,,2,Bacteria,Proteobacteria,TA18,CV90,,,
2831,OTU,22518,,2,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,,,
3499,OTU,22520,,2,Bacteria,Chloroflexi,Ktedonobacteria,JG30-KF-AS9,,,
3730,OTU,22542,,2,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,,,
3720,OTU,22547,,2,Bacteria,OD1,SM2F11,,,,
2433,OTU,22642,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nakamurellaceae,,
3336,OTU,22688,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,
2334,OTU,22696,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
2590,OTU,22782,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,
2701,OTU,22784,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,,
2776,OTU,22793,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
3100,OTU,22825,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
2942,OTU,22826,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Sporichthyaceae,,
3522,OTU,22831,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
3209,OTU,22834,,2,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,,,
2405,OTU,22836,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
3116,OTU,22838,,2,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,,,
3352,OTU,22842,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,,
2919,OTU,22847,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
3227,OTU,22850,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
2949,OTU,22852,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
3196,OTU,22854,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
3391,OTU,22859,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,,
2930,OTU,22863,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
3236,OTU,22873,,2,Bacteria,Proteobacteria,,,,,
3471,OTU,22897,,2,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,,,
3331,OTU,22925,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
4005,OTU,22930,,2,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,,,
3828,OTU,22983,,2,Bacteria,Actinobacteria,MB-A2-108,0319-7L14,,,
4075,OTU,23008,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
4042,OTU,23015,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinosynnemataceae,Kutzneria,
3232,OTU,23025,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,,
2521,OTU,23060,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
2650,OTU,23122,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
4079,OTU,23145,,2,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,
3774,OTU,23159,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
3008,OTU,23179,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Solwaraspora,
2687,OTU,23181,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,
3673,OTU,23196,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
3261,OTU,23206,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
3181,OTU,23219,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
2838,OTU,23225,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
3951,OTU,23226,,2,Bacteria,,,,,,
2498,OTU,23230,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,
2737,OTU,23239,,2,Bacteria,AD3,ABS-6,,,,
3687,OTU,23260,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
3193,OTU,23343,,2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
2558,OTU,23354,,2,Bacteria,Chloroflexi,Ktedonobacteria,JG30-KF-AS9,,,
3558,OTU,23357,,2,Bacteria,OD1,ZB2,,,,
2888,OTU,23364,,2,Bacteria,Chloroflexi,Ktedonobacteria,JG30-KF-AS9,,,
2548,OTU,23371,,2,Bacteria,Acidobacteria,PAUC37f,,,,
3562,OTU,23377,,2,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,
3106,OTU,23379,,2,Bacteria,OD1,ZB2,,,,
3007,OTU,23384,,2,Bacteria,OD1,,,,,
2997,OTU,23398,,2,Bacteria,Chloroflexi,Ktedonobacteria,JG30-KF-AS9,,,
3697,OTU,23400,,2,Bacteria,OD1,ZB2,,,,
3915,OTU,23417,,2,Bacteria,OD1,ZB2,,,,
2401,OTU,23453,,2,Bacteria,Acidobacteria,PAUC37f,,,,
3461,OTU,23454,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
3025,OTU,23481,,2,Bacteria,Chloroflexi,Thermomicrobia,AKYG1722,,,
3958,OTU,23543,,2,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,,,
4019,OTU,23582,,2,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,,,
3115,OTU,23589,,2,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Candidatus Xiphinematobacter,
2809,OTU,23607,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
2749,OTU,23612,,2,Bacteria,Gemmatimonadetes,Gemm-1,,,,
3965,OTU,23613,,2,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,,,
3540,OTU,23615,,2,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,,,
3534,OTU,23618,,2,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,,,
3546,OTU,23619,,2,Bacteria,Proteobacteria,TA18,PHOS-HD29,,,
2780,OTU,23620,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
3048,OTU,23624,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
2688,OTU,23643,,2,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,,
3230,OTU,23648,,2,Bacteria,Gemmatimonadetes,Gemm-1,,,,
3753,OTU,23661,,2,Bacteria,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,,
3747,OTU,23663,,2,Bacteria,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,,
3579,OTU,23665,,2,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
2866,OTU,23690,,2,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,,
2885,OTU,23692,,2,Bacteria,Chloroflexi,Anaerolineae,SJA-15,,,
3784,OTU,23700,,2,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,,
3983,OTU,23703,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
4013,OTU,23733,,2,Bacteria,,,,,,
3947,OTU,23737,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
3516,OTU,23747,,2,Bacteria,OD1,,,,,
3713,OTU,23758,,2,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
4023,OTU,23790,,2,Bacteria,Proteobacteria,TA18,PHOS-HD29,,,
3509,OTU,23836,,2,Bacteria,OD1,ZB2,,,,
4057,OTU,23912,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,,
3590,OTU,23936,,2,Bacteria,OD1,,,,,
3497,OTU,23952,,2,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
3883,OTU,23996,,2,Bacteria,Gemmatimonadetes,Gemm-1,,,,
3768,OTU,24014,,2,Bacteria,OD1,ZB2,,,,
3773,OTU,24033,,2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,,
3568,OTU,24042,,2,Bacteria,Chloroflexi,Ktedonobacteria,Thermogemmatisporales,Thermogemmatisporaceae,,
3425,OTU,24088,,2,Bacteria,Chloroflexi,Ktedonobacteria,JG30-KF-AS9,,,
2929,OTU,24296,,2,Bacteria,Chloroflexi,TK17,,,,
3573,OTU,24324,,2,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
3725,OTU,24368,,2,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Caloramator,
3569,OTU,24812,,2,Bacteria,Chloroflexi,Ktedonobacteria,Thermogemmatisporales,Thermogemmatisporaceae,,
3332,OTU,24900,,2,Bacteria,Acidobacteria,BPC102,,,,
2593,OTU,25047,,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
2569,OTU,25059,,2,Bacteria,Gemmatimonadetes,Gemm-1,,,,
2621,OTU,25062,,2,Bacteria,Chloroflexi,Ktedonobacteria,Thermogemmatisporales,Thermogemmatisporaceae,,
3341,OTU,25067,,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
2584,OTU,25081,,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
3362,OTU,25089,,2,Bacteria,Gemmatimonadetes,Gemm-1,,,,
3156,OTU,25123,,2,Bacteria,Chloroflexi,Anaerolineae,,,,
3235,OTU,25124,,2,Bacteria,Chloroflexi,Ktedonobacteria,Thermogemmatisporales,Thermogemmatisporaceae,,
3695,OTU,25144,,2,Bacteria,Armatimonadetes,[Fimbriimonadia],[Fimbriimonadales],[Fimbriimonadaceae],Fimbriimonas,
3520,OTU,25146,,2,Bacteria,Acidobacteria,Solibacteres,JH-WHS99,,,
3394,OTU,25152,,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
3389,OTU,25187,,2,Bacteria,Chloroflexi,TK17,,,,
2762,OTU,25199,,2,Bacteria,Chloroflexi,Ktedonobacteria,Thermogemmatisporales,Thermogemmatisporaceae,,
3464,OTU,25202,,2,Bacteria,Chloroflexi,Anaerolineae,CFB-26,,,
3918,OTU,25211,,2,Bacteria,AD3,JG37-AG-4,,,,
3716,OTU,25234,,2,Bacteria,Gemmatimonadetes,Gemm-1,,,,
3096,OTU,25258,,2,Bacteria,Chloroflexi,TK17,mle1-48,,,
3722,OTU,25312,,2,Bacteria,Gemmatimonadetes,Gemm-1,,,,
2442,OTU,25314,,2,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
3875,OTU,25325,,2,Bacteria,Firmicutes,Clostridia,Clostridiales,[Acidaminobacteraceae],Fusibacter,
3580,OTU,25334,,2,Bacteria,Chloroflexi,Ktedonobacteria,Thermogemmatisporales,Thermogemmatisporaceae,,
2536,OTU,25348,,2,Bacteria,Acidobacteria,[Chloracidobacteria],PK29,,,
3506,OTU,25350,,2,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,
2312,OTU,25390,,2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,,
3916,OTU,25397,,2,Bacteria,Armatimonadetes,[Fimbriimonadia],[Fimbriimonadales],[Fimbriimonadaceae],Fimbriimonas,
3650,OTU,25410,,2,Bacteria,Chloroflexi,Ktedonobacteria,JG30-KF-AS9,,,
3843,OTU,25425,,2,Bacteria,Armatimonadetes,[Fimbriimonadia],[Fimbriimonadales],[Fimbriimonadaceae],Fimbriimonas,
3179,OTU,25426,,2,Bacteria,Chloroflexi,Ktedonobacteria,JG30-KF-AS9,,,
3370,OTU,25544,,2,Bacteria,Chloroflexi,Ktedonobacteria,Thermogemmatisporales,Thermogemmatisporaceae,,
2826,OTU,25550,,2,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,Ellin6075,,
3899,OTU,25606,,2,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,,
2633,OTU,25688,,2,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
3166,OTU,25697,,2,Bacteria,Chloroflexi,Ktedonobacteria,Thermogemmatisporales,Thermogemmatisporaceae,,
2538,OTU,25704,,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,,,
3273,OTU,25736,,2,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
3994,OTU,25785,,2,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,,,
4001,OTU,25854,,2,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,,
3956,OTU,25897,,2,Bacteria,Chloroflexi,TK17,,,,
3381,OTU,25922,,2,Bacteria,AD3,ABS-6,,,,
3547,OTU,25994,,2,Bacteria,Chloroflexi,Ktedonobacteria,Thermogemmatisporales,Thermogemmatisporaceae,,
2346,OTU,26001,,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,,
3882,OTU,26081,,2,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,,
